var g_tran_us=`
'bout|ˈbaut
defibrillators|diˈfibriˌleitərz
deficiencies|diˈfiʃənsiz
deficiency|diˈfiʃənsi
deficient|diˈfiʃənt
deficit|ˈdefəsət
deficit's|ˈdefəsəts
deficits|ˈdefisits
defied|diˈfaid
defies|diˈfaiz
defilippis|ˈdefilipis/dəfəˈlipəs
defilippo|difiˈlipou
defina|diˈfinə
definable|diˈfainəbəl
define|diˈfain
defined|diˈfaind
defines|diˈfainz
defining|diˈfainiŋ
definite|ˈdefənət
definitely|ˈdefənətli
definition|ˌdefəˈniʃən
definitions|ˌdefəˈniʃənz
definitive|diˈfinitiv
definitively|diˈfinitivli
defino|diˈfinou
defiore|difiˈɔri
deflate|diˈfleit
deflated|diˈfleitid
deflating|diˈfleitiŋ
deflation|diˈfleiʃən
deflationary|diˈfleiʃəˌneri
deflator|diˈfleitər
deflect|diˈflekt
deflected|diˈflektid
deflecting|diˈflektiŋ
deflection|diˈflekʃən
deflector|diˈflektər
deflectors|diˈflektərz
deflects|diˈflekts
defleur|diˈflər
defoe|diˈfou
defoe's|diˈfouz
defoliant|diˈfouliənt
defoliants|diˈfouliənts
defollet|dəˈfɔlət
defollets|dəˈfɔləts
defoor|ˈdefur
deford|ˈdefərd
deford's|ˈdefərdz
defore|ˈdifɔr
deforest|diˈfɔrəst
deforestation|diˌfɔriˈsteiʃən
deforge|ˈdefərg
deform|ˌdiˈfɔrm
deformation|ˌdifɔrˈmeiʃən
deformed|diˈfɔrmd
deformities|diˈfɔrmətiz
deformity|diˈfɔrməti
deforrest|deiˈfɔrist/diˈfɔrist
defrain|diˈfrein
defrance|ˈdifrəns
defrancesco|difrɑnˈʧeskou
defrancisco|difrɑnˈʧiskou
defranco|diˈfrɑnkou
defrank|ˈdefrəŋk
defrates|ˈdefəreits
defraud|diˈfrɔd
defrauded|diˈfrɔdid
defrauding|diˈfrɔdiŋ
defray|diˈfrei
defrays|diˈfreiz
defrees|diˈfriz
defreese|ˈdefris
defreitas|ˈdefraitəz
defries|diˈfriz
defrost|diˈfrɔst
defrosting|diˈfrɔstiŋ
deft|ˈdeft
defterios|ˌdefˈteriouz
deftly|ˈdeftli
defunct|diˈfəŋkt
defund|diˈfənd
defunding|diˈfəndiŋ
defusco|diˈfuskou
defuse|difˈjuz
defused|difˈjuzd/difˈjuzd
defusing|difˈjuziŋ
defy|diˈfai
defying|diˈfaiiŋ
degaetano|digɑeˈtɑnou
degan|ˈdigən
degarmo|diˈgɑrmou
degas|ˈdeigə/ˈdeigəs
degaulle|dəˈgɑl
degaulle's|dəˈgɑlz
degen|ˈdegən
degener|ˈdeginər
degeneracy|diˈʤenərəsi
degenerate|diˈʤenərˌeit/diˈʤenərət
degenerated|diˈʤenərˌeitid
degenerates|diˈʤenərəts
degenerating|diˈʤenərˌeitiŋ
degeneration|diˌʤenərˈeiʃən
degenerative|diˈʤenərətiv
degeneres|diʤiˈneres/diʤiˈneres
degenhardt|ˈdeginhɑrt
degenhart|ˈdegənˌhɑrt
degennaro|diʤeˈnɑrou
degeorge|ˈdegiərg
deger|ˈdigər
degiacomo|ˈdiʤəkoumou
degidio|diˈʤidiou
degirolamo|diʤirouˈlɑmou
degler|ˈdeglər
degnan|ˈdegnən
degner|ˈdegnər
degood|ˈdegud
degraaf|ˈdegrɑf
degrace|diˈgrɑʧi/diˈgreis
degradable|diˈgreidəbəl
degradation|ˌdegrəˈdeiʃən
degradations|ˌdegrəˈdeiʃənz
degrade|diˈgreid
degraded|diˈgreidəd/diˈgreidid
degrades|diˈgreidz
degrading|diˈgreidiŋ
degraff|ˈdegrəf
degraffenreid|ˈdegrəfinraid
degrand|ˈdegrænd
degrange|ˈdegreinʤ
degrasse|diˈgrɑsi
degrave|diˈgrɑvi
degraw|ˈdegrɔ
degray|ˈdegrei
degrazia|diˈgrɑziə
degree|diˈgri
degreed|diˈgrid
degrees|diˈgriz
degregorio|digreˈgɔriou
degregory|ˈdegrigəri
degroat|ˈdegrout
degroff|ˈdegrɔf
degroot|ˈdegrut
degroote|dəˈgrut
deguerin|diˈgərin
deguire|deiˈgwirei
degussa|digˈjusə
degutare|ˌdeguˈtɑri
degutare's|ˌdeguˈtɑriz
deguzman|deiguzˈmæn
dehaan|ˈdehɑn
dehaas|ˈdehɑz
deharbe|dəˈhɑrbi
dehart|ˈdehɑrt
dehaven|ˈdehəvən
dehecq|diˈhek
dehere|dəˈhiri
deherrera|deiheˈrerə
dehler|ˈdelər
dehm|ˈdem
dehmer|ˈdemər
dehn|ˈden
dehne|ˈden
dehner|ˈdenər
dehnert|ˈdenərt
dehoff|ˈdehɔf
dehoyos|ˈdehɔiouz
dehumanization|ˌdiˌhjumənəˈzeiʃən
dehumanize|diˈhjumənaiz
dehumanized|diˈhjumənaizd
dehumanizing|diˈhjuməˌnaiziŋ
dehumidified|dihjuˈmidəfaid
dehumidifier|dihjuˈmidəfaiər
dehumidifies|dihjuˈmidəfaiz
dehumidify|dihjuˈmidəfai
dehydrate|diˈhaidreit
dehydrated|diˈhaidreitəd
dehydration|ˌdihaiˈdreiʃən
deibel|ˈdaibəl
deibert|ˈdaibərt
deibler|ˈdaibələr/ˈdaiblər
deichert|ˈdaikərt
deidre|ˈdidrə
deidre's|ˈdidrəz
deification|ˌdiəfəˈkeiʃən
deified|ˈdiəˌfaid
deify|ˈdiəˌfai
deighan|ˈdeigən
deighton|ˈdeitən
deign|ˈdein
deignan|dəgˈnæn
deigned|ˈdeind
deigning|ˈdeiniŋ
deigns|ˈdeinz
deihl|ˈdail
deike|ˈdik
deikel|ˈdaikəl
deily|ˈdili
deines|ˈdinz
deininger|ˈdainiŋər
deinstitutionalization|ˌdiˌinstiˌtuʃənələˈzeiʃən
deinstitutionalize|ˌdiˌinstiˌtuʃənəˌlaiz
deion|ˈdiɑn/ˈdijɑn
deirdre|ˈdirdrə
deis|ˈdeiiz/ˈdiz
deisher|ˈdiiʃər
deism|ˈdiizəm
deiss|ˈdais
deist|ˈdiist
deitch|ˈdaiʧ
deiter|ˈdaitər
deiters|ˈdaitərz
deities|ˈdiətiz
deitrich|ˈdaitrik
deitrick|ˈdaitrik
deitsch|ˈdaiʧ
deity|ˈdiəti
deitz|ˈdits
deja|ˈdeiˌʒɑ/ˈdiʤə
dejager|ˈdeʤeigər
dejarnett|diˈʤɑrnit
dejarnette|ˈdeʒɑrnet
dejean|diˈʒin
deject|diˈʤekt
dejected|diˈʤektid
dejesus|diˈʤizəs
dejohn|dəˈʤɑn
dejong|dəˈʤɔŋ
dejonge|dəˈʤɔŋ
dejongh|dəˈʤɔŋ
dejoseph|dəˈʤousəf
dejoy|dəˈʤɔi
dejulio|dəˈʤuliou
dekalb|diˈkælb
dekay|dəˈkei
dekeyser|dəˈkaizər
dekker|ˈdekər
dekle|ˈdekəl
deklerk|dəˈklərk
deklerk's|dəˈklərks
dekom|ˈdekəm
dekoning|ˈdekəniŋ
dekroon|ˌdeˈkrun
dekuyper|diˈkaipər
del|ˈdel
del-campos|ˈdelˈkæmpouz
dela|ˈdelə
delacerda|delɑˈʧerdə
delacroix|dələkrɔi/dələkrwə
delacruz|deiˈlɑkruz
delacy|dəˈlɔsi
delafield|ˈdeləˌfild
delafuente|deilɑfˈwentei
delagarza|delɑˈgɑrzə
delage|ˈdeliʤ
delagrange|deˈlɑgrɑnʤ
delahanty|ˈdeləhənti
delahoussaye|deləˈhausei
delahunt|ˈdeləhənt
delahunty|ˈdeləhənti
delaine|diˈlein
delair|diˈler
delamar|deilɑˈmɑr
delamater|ˈdeləmeitər
delancey|ˈdelənsi
delancy|ˈdelənsi
deland|diˈlænd
delane|ˈdelən
delaney|dəˈleini
delange|ˈdeleinʤ
delano|ˈdelənou/diˈlɑnou
delanoy|ˈdelənɔi
delany|ˈdeləni
delao|ˈdelau
delap|ˈdeləp
delapaz|deiˈlɑpɑz
delapena|delɑˈpenə
delapp|ˈdeləp
delara|deˈlɑrə
delariva|delɑˈrivə
delarosa|delɑˈrousə
delashmit|ˈdeləʃmit
delashmutt|ˈdeləʃmət
delaski|dəˈlæski
delatorre|delɑˈtɔri
delatte|diˈlæt
delauder|ˈdelaudər
delaughter|ˈdelɔtər
delaune|ˈdelɔn
delaura|deˈlɔrə
delaurel|dəˈlɑrəl
delaurentiis|dilɔˈrenˌtiz
delaurentis|deilauˈreintis
delauro|deˈlɔrou
delauter|ˈdelautər
delaval|ˈdeləvæl
delavan|ˈdeləvən
delavega|deilɑˈveigə
delaware|ˈdeləˌwer
delaware's|ˈdeləˌwerz
delawarian|ˈdeləˌweriin
delawarians|ˈdeləˌweriinz
delawder|ˈdelɔdər
delay|diˈlei
delayed|diˈleid
delaying|diˈleiiŋ
delays|diˈleiz
delbarco|delˈbɑrkou
delbarco's|delˈbɑrkouz
delbene|ˈdelbinə
delbert|ˈdelbərt
delbianco|delbiˈɑnkou
delbosque|dilˈbousk
delbridge|ˈdelbriʤ
delbuono|ˌdelbˈwounou
delcambre|delˈkɑmbri
delcamp|ˈdelkæmp
delcampo|delˈkɑmpou
delcarlo|ˌdelˈkɑrlou
delcastillo|delkɑˈstilou
delchamps|ˌdelˈʧæmps
delcine|delˈʧini
delco|ˈdelkou
delconte|delˈkounti
delcor|ˈdelˌkɔr
delduca|ˌdelˈdukə
delebarre|ˌdeləˈbɑr
delectable|diˈlektəbəl
delee|ˈdeli
deleeuw|ˈdeliu
delegate|ˈdeləˌgeit/ˈdeləgət
delegate's|ˈdeligəts
delegated|ˈdeləˌgeitəd
delegates|ˈdeləˌgeits/ˈdeləgəts
delegates'|ˌdeləˈgeits
delegating|ˈdeləˌgeitiŋ
delegation|ˌdeləˈgeiʃən
delegation's|ˌdeləˈgeiʃənz
delegations|ˌdeləˈgeiʃənz
delehanty|ˈdelihənti
delellis|ˈdelilis/diˈlelis
deleo|ˈdeliou
deleon|ˈdeliən
deleonardis|ˈdeliəˌnɑrdis
delete|diˈlit
deleted|diˈlitəd
deleterious|ˌdeləˈtiriəs
deletes|diˈlits
deleting|diˈlitiŋ
deletion|diˈliʃən
deletions|diˈliʃənz
delfavero|delfɑˈverou
delfin|ˈdelfin
delfina|ˌdelˈfinə
delfine|delˈfini
delfino|ˌdelˈfinou
delfosse|ˈdelfəs
delfs|ˈdelfs
delft|ˈdelft
delftware|ˈdelftˌwer
delgadillo|delgɑˈdilou
delgadio|delˈgædjou/delˈgɑdjou
delgado|delˈgɑdou
delgaudio|delˈgɔdiou
delgiorno|delˈʤɔrnou
delgiudice|delˈʤudəs
delgrande|ˈdelgrændi
delgreco|ˌdelˈgrekou
delgrosso|ˌdelˈgrousou
delguercio|delˈgerʧiou
delguidice|delˈgaidis
delhaize|ˌdelˈheiz
delhi|ˈdeli
delhi's|ˈdeliz
deli|ˈdeli
delia|ˈdiljə
delial|diˈlaiel/diˈlaiel
deliberate|diˈlibərˌeit/diˈlibərət/diˈlibrət
deliberated|diˈlibərˌeitid
deliberately|diˈlibərətli/diˈlibrətli
deliberates|diˈlibərˌeits/diˈlibreits
deliberating|diˈlibərˌeitiŋ
deliberation|diˌlibərˈeiʃən
deliberations|diˌlibərˈeiʃənz
deliberative|diˈlibərˌeitiv/diˈlibrətiv
delicacies|ˈdelikəsiz
delicacy|ˈdeləkəsi/ˈdelikəsi
delicate|ˈdeləkət
delicately|ˈdeləkətli
delicatessen|ˌdelikəˈtesən
delicatessens|ˌdelikəˈtesənz
delich|ˈdelik
delicia|deˈliʧə
delicious|diˈliʃəs
deliciously|diˈliʃəʃli
delight|diˈlait
delighted|diˈlaitəd/diˈlaitid
delightful|diˈlaitfəl
delightfully|diˈlaitfəli
delighting|diˈlaitiŋ
delights|diˈlaits
delila|deˈlilə
delilah|dəˈlailə/diˈlailə
delillo|dəˈlilou
delima|deˈlimə
deline|deˈlini
delineate|diˈliniˌeit
delineated|diˈliniˌeitid
delineates|diˈliniˌeits
delineating|diˈliniˌeitiŋ
delineation|diˌliniˈeiʃən
delinquencies|diˈliŋkwənsiz
delinquency|diˈliŋkwənsi
delinquent|diˈliŋkwənt
delinquents|diˈliŋkwənts
delio|ˈdeiliou
delirious|diˈliriəs
delirium|diˈliriəm
delisa|deˈlisə
delise|ˈdelaiz
delisi|deˈlisi
delisio|deˈlisiou
delisle|diˈlail
delist|ˌdiˈlist
delisted|ˌdiˈlistid
delisting|diˈlistiŋ
deliver|diˈlivər
deliverable|diˈlivərəbəl/diˈlivrəbəl
deliverance|diˈlivərəns/diˈlivrəns
delivered|diˈlivərd
deliverer|diˈlivərər
deliverers|diˈlivərərz
deliveries|diˈlivəriz/diˈlivriz
delivering|diˈlivəriŋ
delivers|diˈlivərz
delivery|diˈlivəri
delk|ˈdelk
delker|ˈdelkər
dell|ˈdel
dell'aquila|ˈdeləˈkwilə
dell's|ˈdelz
della|ˈdelə
dellaert|ˈdelɑrt/ˈdelərt
dellapenna|ˈdeləˌpenə
dellaquila|deilɑˈkwilə
dellarocco|ˈdeləroukou
dellavalle|ˈdeləvɑli
dellavecchia|ˈdeləˌvekiə
delle|ˈdel
deller|ˈdelər
delleri|dəˈleri
delligatti|deliˈgɑti
delling|ˈdeliŋ
dellinger|ˈdeliŋər
dellis|ˈdelis
dellolio|deˈlouliou
dellums|ˈdeləmz
delma|ˈdelmə
delman|ˈdelmən
delmar|ˈdelmər
delmarva|ˌdelˈmɑrvə
delmas|ˈdelməz
delmastro|ˌdelˈmæstrou
delmed|ˈdelˌmed
delmed's|ˈdelˌmedz
delmer|ˈdelmər
delmonaco|delmouˈnɑkou
delmonico|delmɑˈnikou
delmont|ˈdeilmount
delmonte|delˈmɑnti
delmore|ˈdelmɔr
delnegro|ˌdelˈnegrou
delnero|delˈnerou
delo|ˈdelou
deloach|ˈdelouʧ
deloatch|ˈdelouʧ
deloitte|dəˈlɔit
deloney|ˈdeləni
delong|dəˈlɔŋ
delora|deˈlɔrə
delore|dəˈlɔr/dəˈlɔri
delore's|dəˈlɔriz/dəˈlɔrz
delorean|dəˈlɔriən
delorenzo|ˌdeilɔˈrenzou/delɔˈrenzou
delores|dəˈlɔris
delorey|ˈdeləri
deloria|deˈlɔriə
deloris|ˈdeləris
delorme|deˈlɔrmi
delors|dəˈlɔrz
delosh|ˈdeləʃ
delosreyes|delousˈreiəz/delousˈreiz/diˈlɑsəraiz
delossantos|deilouˈsɑntouz
delouis|ˌdeluˈiz
delouse|ˌdiˈlauz
deloused|ˌdiˈlauzd
delozier|ˈdeləziər
delp|ˈdelp
delph|ˈdelf
delphax|ˈdelfæks
delphi|ˈdelfai
delphia|ˈdelfiə
delphian|ˈdelfjən
delphic|ˈdelfik
delphina|delˈfinə
delphine|delˈfini
delpino|ˌdelˈpinou
delpizzo|delˈpizou
delponte|delˈpounti
delpozo|ˌdelˈpouzou
delprete|ˈdelprit
delpriore|delpriˈɔri
delray|ˌdelˈrei
delre|ˈdelr
delreal|ˈdelrəl
delrina|ˌdelˈrinə
delrina's|ˌdelˈrinəz
delrio|ˈdelriou
delrosario|delrouˈsɑriou
delrossi|delˈrɑsi
delrosso|delˈrousou
delsanto|delˈsɑntou
delsignore|delsigˈnɔri
delta|ˈdeltə
delta's|ˈdeltəz
deltacorp|ˈdeltəˌkɔrp
deltadromeus|ˌdeltəˈdrouməs
deltaic|delˈteiik
deltak|ˈdelˌtæk
deltas|ˈdeltəz
deltec|ˈdelˌtek
deltona|ˌdelˈtounə
deltona's|ˌdelˈtounəz
deltoro|delˈtɔrou
deluca|diˈlukə
delucas|diˈlukəz
delucca|deˈlukə
delucchi|deˈluki
deluccia|deˈluʧə
delucia|deˈluʧə
delude|diˈlud
deluded|diˈludid
deludes|diˈludz
deluding|diˈludiŋ
deluge|ˈdeljuʤ
deluged|ˈdeljuʤd
deluise|deˈlusi
deluna|deˈlunə
delusion|diˈluʒən
delusional|diˈluʒənəl
delusions|diˈluʒənz
deluxe|dəˈləks
delvalle|ˌdelˈvæli
delvalle's|ˌdelˈvæliz
delve|ˈdelv
delvecchio|ˌdelˈvekiou
delved|ˈdelvd
delves|ˈdelvz
delvin|ˈdelvin
delving|ˈdelviŋ
delwin|ˈdelwin
delwip|ˈdelwip
delwyn|ˈdelwin
delzell|ˈdelzəl
delzer|ˈdelzər
demaggio|diˈmɑʤiou
demagogic|ˌdeməˈgɑʤik
demagogue|ˈdeməˌgɑg
demagoguery|ˈdeməˌgɑgəri
demagogues|ˈdeməˌgɑgz
demagoguing|ˈdeməˌgɑgiŋ
demagogy|ˈdeməˌgɑʤi
demain|diˈmein
demaio|diˈmɑiou/diˈmɑou
deman|ˈdimən
demand|diˈmænd
demanded|diˈmændəd/diˈmændid
demanding|diˈmændiŋ
demandingly|diˈmændiŋli
demands|diˈmændz
demar|diˈmɑr
demarais|ˈdemərei
demaray|ˈdemərei
demarcation|ˌdimɑrˈkeiʃən
demarcations|ˌdimɑrˈkeiʃənz
demarche|diˈmɑrʧ/diˈmɑrʧ
demarchi|diˈmɑrki
demarco|diˈmɑrkou
demarcus|ˈdemɑrkis
demaree|demərˈi
demarest|ˈdemərˌest
demaria|diˈmɑriə
demarinis|ˈdemərinis
demarino|dimɑˈrinou
demario|diˈmɑriou
demaris|ˈdeməris
demark|dəˈmɑrk
demars|ˈdemərz
demarsh|ˈdemɑrʃ
demartin|diˈmɑrtin
demartini|dimɑrˈtini
demartino|dimɑrˈtinou
demary|ˈdemeri
demarzo|diˈmɑrzou
demas|ˈdiməs
demasi|diˈmɑsi
demasters|ˈdimæstərz
dematteis|ˈdemətaiz
dematteo|diˈmɑtiou
demattia|diˈmɑʃə
demauro|diˈmɔrou
demay|ˈdemei
demayo|deiˈmeiou
dembeck|ˈdemˌbek
dembinski|dimˈbinski
dembowski|dimˈbɔfski
dembski|ˈdemski
demby|ˈdembi
demchak|ˈdemʧək
demean|diˈmin
demeaned|diˈmind
demeaning|diˈminiŋ
demeanor|diˈminər
demeanors|diˈminərz
demeanour|diˈminər
demeanours|diˈminərz
demeans|diˈminz
demel|ˈdeməl
demello|diˈmelou
demelo|diˈmelou
dement|dəˈment
demented|diˈmentid
dementia|diˈmenʃiə
demeo|ˈdimiou
demeree|ˈdeməri
demerger|diˈmərʤər
demerist|ˈdemərist/diˈmərist
demerist's|diˈmərists
demerit|diˈmerət
demerits|diˈmerəts
demeritt|ˈdemərit
demers|ˈdimərz
demerse|ˈdemərs
demery|diˈməri
demesne|dəˈmein
demeter|diˈmitər
demetre|deˈmitər
demetria|diˈmetriə
demetrio|diˈmetriou
demetriou|dimeˈtriu
demetrius|diˈmitriəs
demeyer|ˈdemaiər
demi|ˈdemi
demi's|ˈdemiz
demicco|diˈmikou
demichael|ˈdemikel
demichele|ˈdemikəl
demick|ˈdemik
demilio|diˈmiliou
demilitarization|diˌmilətərəˈzeiʃən
demilitarize|diˈmilətərˌaiz
demilitarized|diˈmilətərˌaizd
demilitarizes|diˈmilətərˌaiziz
demilitarizing|diˈmilətərˌaiziŋ
demille|diˈmili/diˈmil
demilo|diˈmailou/diˈmilou
deming|ˈdemiŋ
demint|ˈdeimint
demirag|ˌdeimiˈrɑʤ
demirel|dəˈmirəl
demirjian|diˈmərʤiən
demisch|dəˈmiʃ
demise|diˈmaiz
demish|ˈdemiʃ
demjanjuk|demˈjænjuk/demˈjɑnjuk
demjanjuk's|demˈjænjuks/demˈjɑnjuks
demko|ˈdemkou
demler|ˈdemlər
demma|ˈdimə
demme|ˈdem
demmer|ˈdemər
demming|ˈdemiŋ
demmon|ˈdemən
demmons|ˈdemənz
demo|ˈdemou
demobilization|diˌmoubəlaiˈzeiʃən/diˌmoubələˈzeiʃən
demobilize|diˈmoubəˌlaiz
demobilized|diˈmoubəˌlaizd
demobilizes|diˈmoubəˌlaiziz
demobilizing|diˈmoubəˌlaiziŋ
democracies|diˈmɑkrəsiz
democracy|diˈmɑkrəsi
democracy's|diˈmɑkrəsiz
democrat|ˈdeməˌkræt
democrat's|ˈdeməˌkræts
democratic|ˌdeməˈkrætik
democratic's|ˌdeməˈkrætiks
democratica|ˌdeməˈkrætikə
democratically|ˌdeməˈkrætikli
democratics|ˌdeməˈkrætiks
democratization|diˌmɑkrətəˈzeiʃən
democratize|diˈmɑkrəˌtaiz
democratized|diˈmɑkrəˌtaizd
democratizes|diˈmɑkrəˌtaiziz
democratizing|diˈmɑkrəˌtaiziŋ
democrats|ˈdeməˌkræts
democrats'|ˈdeməˌkræts
demodulate|ˌdiˌmɑʤəˈleit
demodulated|ˌdiˌmɑʤəˈleitəd
demodulates|ˌdiˌmɑʤəˈleits
demodulation|ˌdiˌmɑʤəˈleiʃən
demographer|diˈmɑgrəfər
demographers|diˈmɑgrəfərz
demographic|ˌdeməˈgræfik
demographically|ˌdeməˈgræfikli
demographics|ˌdeməˈgræfiks
demography|diˈmɑgrəfi
demolish|diˈmɑliʃ
demolished|diˈmɑliʃt
demolishes|diˈmɑliʃəz
demolishing|diˈmɑliʃiŋ
demolition|ˌdeməˈliʃən
demon|ˈdimən
demond|dəˈmɑnd
demonic|diˈmɑnik
demonization|ˌdimənəˈzeiʃən
demonize|ˈdiməˌnaiz
demonized|ˈdiməˌnaizd
demonizer|ˈdiməˌnaizər
demonizez|ˈdiməˌnaiziz
demonizing|ˈdiməˌnaiziŋ
demons|ˈdimənz
demonstrable|ˈdemənstrəbəl
demonstrably|diˈmɑnstrəbli
demonstrate|ˈdemənˌstreit
demonstrated|ˈdemənˌstreitid
demonstrates|ˈdemənˌstreits
demonstrating|ˈdemənˌstreitiŋ
demonstration|ˌdemənˈstreiʃən
demonstrations|ˌdemənˈstreiʃənz
demonstrative|diˈmɑnstrətiv
demonstrator|ˈdemənˌstreitər
demonstrators|ˈdemənˌstreitərz
demont|ˈdemənt
demonte|dəˈmɑnti
demopoulos|dəˈmɑpəlis
demoralization|diˌmɔrəliˈzeiʃən
demoralize|diˈmɔrəˌlaiz
demoralized|diˈmɔrəˌlaizd
demoralizing|diˈmɔrəˌlaiziŋ
demore|ˈdemɔr
demorest|deiˈmɔrist
demory|diˈməri
demory's|diˈməriz
demos|ˈdeˌmouz
demoss|dəˈmɑs
demote|diˈmout
demoted|diˈmoutid
demotion|diˈmouʃən
demotions|diˈmouʃənz
demott|dəˈmɑt
demoulin|ˈdemulæn
demov|ˈdemɑv
dempewolf|ˈdempjuulf
demps|ˈdemps
dempsey|ˈdempsi
dempster|ˈdempstər
demski|ˈdemski
demsky|ˈdemski
demur|diˈmər
demure|dimˈjur
demurely|dimˈjurli
demuro|diˈmurou
demurred|diˈmərd
demurring|diˈməriŋ
demurs|diˈmərz
demus|ˈdiməs
demuth|ˈdiməθ
demyan|ˈdemjən
demystify|diˈmistəˌfai
den|ˈden
dena|ˈdinə
denapoli|diˈnɑpəli
denard|diˈnɑrd
denardo|diˈnɑrdou
denarii|diˈnæri
denarius|diˈnæriəs
denaro|diˈnɑrou
denatale|dinɑˈtɑli
denationalization|ˌdiˌnæʃənəliˈzeiʃən
denationalizations|diˌnæʃənəliˈzeiʃənz
denationalize|diˈnæʃənəˌlaiz
denationalized|diˈnæʃənəˌlaizd
denationalizing|diˈnæʃənəˌlaiziŋ
denature|diˈneiʧər
denatured|diˈneiʧərd
denault|diˈnou
denbo|ˈdinbou
denboer|ˈdenbouər
denbow|ˈdenbou
denby|ˈdenbi
denden|ˈdendən
dendinger|ˈdindiŋər
dendritic|denˈdritik
dendrochronology|ˌdenˌdroukrəˈnɑləʤi
dendy|ˈdendi
deneau|diˈnou
deneault|diˈnou
deneen|diˈnin
deneke|ˈdenik/ˈdenikə
denenberg|ˈdenənbərg
denes|ˈdinz
deneuve|diˈnəv/diˈnəv
deneve|ˈdeniv
deng|ˈdeŋ
deng's|ˈdeŋz
dengel|ˈdeŋgəl
dengler|ˈdiŋələr/ˈdiŋlər
dengue|ˈdeng
denham|ˈdenəm
denhart|ˈdenˌhɑrt
denhartog|ˈdenhɑrtəg
denherder|ˈdenˌhərdər
denholm|ˈdenˌhoulm
deniability|diˌnaiəˈbiliti
denial|diˈnaiəl
denials|diˈnaiəlz
denice|diˈnis
denicola|diniˈkoulə
denied|diˈnaid
denies|diˈnaiz
denigrate|ˈdenəˌgreit
denigrated|ˈdeniˌgreitid
denigrating|ˈdeniˌgreitiŋ
denigris|ˈdenigris
denike|ˈdenik
denim|ˈdenəm
denio|ˈdiniou
deniro|diˈnirou
deniro's|diˈnirouz
denis|ˈdenis
denise|diˈnis
denison|ˈdenisən
denison's|ˈdenisənz
deniston|ˈdenistɑn
deniz|ˈdeiniz
denizen|ˈdenəzən
denizens|ˈdenəzənz
denk|ˈdeŋk
denker|ˈdeŋkər
denki|ˈdeŋki
denkins|ˈdeŋkinz
denko|ˈdeŋkou
denktas|ˈdeŋktəs
denlea|ˈdenˌli
denley|ˈdenli
denlinger|ˈdenəliŋər/ˈdenlinʤər/ˈdenliŋər
denman|ˈdenmən
denmark|ˈdenˌmɑrk
denmark's|ˈdenˌmɑrks
denmon|ˈdenmən
denn|ˈden
dennard|diˈnɑrd
denne|ˈden
dennehy|ˈdenihi
dennen|ˈdenən
denner|ˈdenər
dennett|ˈdenit
denney|ˈdeni
dennie|ˈdeni
dennin|ˈdenin
denning|ˈdeniŋ
denninger|ˈdeniŋər
dennington|ˈdeniŋtən
dennis|ˈdenis
dennison|ˈdenisən
denniston|ˈdenistɑn
denno|ˈdenou
denny|ˈdeni
denny's|ˈdeniz
deno|ˈdinou
denoble|ˈdenoubəl
denominate|diˈnɑməˌneit
denominated|diˈnɑməˌneitid
denomination|diˌnɔməˈneiʃən
denomination's|diˌnɔməˈneiʃənz
denominational|diˌnɔməˈneiʃənəl
denominations|diˌnɔməˈneiʃənz
denominator|diˈnɑməˌneitər
denomme|ˈdenəm
denosse|diˈnous/diˈnɔsi
denote|diˈnout
denoted|diˈnoutəd
denotes|diˈnouts
denoting|diˈnoutiŋ
denouement|ˌdeiˌnuˈmɑn
denounce|diˈnauns
denounced|diˈnaunst
denounces|diˈnaunsiz
denouncing|diˈnaunsiŋ
denoyer|ˈdenɔiər
dens|ˈdenz
densch|ˈdenʃ
dense|ˈdens
densely|ˈdensli
denser|ˈdensər
densest|ˈdensəst
denshin|ˈdenʃin
densities|ˈdensətiz
densitometer|ˌdensəˈtɑmətər
density|ˈdensəti/ˈdensiti
densley|ˈdensli
denslow|ˈdenˌslou
densmore|ˈdensmɔr/ˈdinsmɔr
denson|ˈdensən
dent|ˈdent
dental|ˈdenəl/ˈdentəl
dentals|ˈdenəlz/ˈdentəlz
dente|ˈdenˌtei
dented|ˈdentid
dentin|ˈdentən
dentine|ˈdentin
denting|ˈdentiŋ
dentino|dinˈtinou
dentist|ˈdenist/ˈdentəst/ˈdentist
dentist's|ˈdentists
dentistry|ˈdenistri/ˈdentistri
dentists|ˈdentəsts/ˈdentists
dentists'|ˈdenists/ˈdentists
dentition|denˈtiʃən
dentler|ˈdentlər
denton|ˈdentən
dentremont|deinˈtreimɑnt
dents|ˈdents
dentsu|ˈdentsu
dentton|ˈdentən
denture|ˈdenʧər
dentures|ˈdenʧərz
dentzer|ˈdentzər
denucci|diˈnuˌʧi
denuclearization|diˌnukliˌərəˈzeiʃən
denuclearized|diˈnukliərˌaizd/diˈnukliərˌaizd
denude|diˈnud
denuded|diˈnudid
denuding|diˈnudiŋ
denunciation|diˌnənsiˈeiʃən
denunciations|diˌnənsiˈeiʃənz
denunzio|dəˈnənziou
denver|ˈdenvər
denver's|ˈdenvərz
denwa|ˈdenˌwɑ
deny|diˈnai
denying|diˈnaiiŋ
denys|ˈdeˌnis
denyse|ˈdenais
denz|ˈdenz
denzel|ˈdenzəl
denzer|ˈdenzər
denzil|ˈdenzəl
denzler|ˈdenzlər
deo|ˈdiou
deodorant|diˈoudərənt
deodorants|diˈoudərənts
